summary,sentiment,label
"Gentlemen of the Senate and House of Representatives: I want to discuss the act for establishing trading houses with Indian tribes, and share my views on its execution. The Indian tribes are growing upset about losing their territory and are refusing to sell any more land. To counteract this, we should encourage them to pursue agriculture and domestic activities, and establish more trading houses to provide them with necessary comforts. This will ultimately lead to their participation in our government. Our trading houses have successfully competed with private traders, benefiting both the Indians and ourselves. It would be beneficial to have a respectable presence on the Mississippi, particularly with the Chickasaw tribe, as it is important for our safety. It would be wise for us to explore the Missouri River and its tribes for potential commerce, as it could surpass the trade of another nation. An exploration team could gather information in two summers and return with minimal expenses. Congress has the authority to support commerce, and this exploration would also advance our geographical knowledge. The nation claiming the territory would not view this with jealousy. The proposed appropriation of $2,500 would cover this endeavor.",5.5,positive
"The President received information of an unlawful expedition from California to invade Mexico, as well as other expeditions within the United States with the same purpose. Citizens participating in these endeavors are disregarding their obligations and threatening our national character and peace. The President warns that those involved will face the penalties of the law and calls upon all citizens to prevent such actions. The President also urges government officers to use their powers to arrest and punish offenders.",4.5,negative
"Tonight, in my final Oval Office speech as President, I want to express my profound gratitude to all of you for giving me the privilege to serve our nation for two terms. I am grateful for the support of Vice President Gore, my Cabinet Secretaries, and all who served with me in the last eight years.

During this transformative period, you have risen to every challenge, strengthening our social fabric, improving the lives of our families, and prospering as a nation. Together, we have embraced the global information age and experienced a great American renewal.

Throughout my presidency, my decisions, actions, and proposed bills have aimed to provide all Americans with the tools and conditions to build a future of prosperity, with focus on economic strength, environmental sustainability, and individual freedom.

Through our collective efforts, the American people have achieved significant accomplishments. Our economy has reached record-breaking levels, with 22 million new jobs, the lowest unemployment in 30 years, and the highest homeownership rates ever. We have made progress in strengthening families and communities, with millions benefiting from family leave and moving off welfare. Crime rates are at a 25-year low, and millions have received college aid and healthcare coverage. Income levels have risen, and our environment is cleaner than ever before.

Furthermore, America has exerted its influence as a force for peace and prosperity worldwide, with strong alliances and a commitment to promoting freedom and security. We must continue to lead globally, as our security and prosperity depend on it. While the global economy brings opportunities, it also exposes us to destructive forces like terrorism, organized crime, and environmental degradation. We must combat global poverty and fulfill our shared responsibility to create a better world.

Lastly, as our nation becomes more diverse, we must actively work towards unity and embrace our common values and humanity. We must treat all individuals fairly and respectfully, regardless of race, religion, gender, or sexual orientation. By doing so, we can build upon the vision of our founding fathers and strive for a more perfect union.

I extend my best wishes to President George W. Bush and his administration. I leave the presidency with boundless hope for America's future and a commitment to continue serving our nation in whatever capacity I can. Thank you, and may God bless you and the United States of America.",9.0,positive
"To the House of Representatives of the United States: I have received a letter from the British minister, expressing regret and surprise over the decision of the President to not comply with their demand for the release of Mr. Alexander McLeod. The British minister insists that the destruction of the steamboat Caroline was an act of self-defense and justifiable under the circumstances. The United States government has presented evidence of the outrage to Her Majesty's Government and demands redress. I express my regret that the British minister does not have access to all the evidence and conclude the matter with the assurance of my consideration.",6.0,positive
"Mr. Chief Justice, Mr. Vice President, my friends:

I wish for a simple inauguration with brief words.

We are facing a supreme test of courage, wisdom, and our democracy. If we pass this test, we will serve a historic cause that will be honored forever.

As I stand here today, having taken the solemn oath of office, I know it is America's purpose not to fail.

In the future, we will work for a just and honorable peace, while also pursuing total victory in war.

We will strive for perfection, knowing we may make mistakes, but they must not come from weakness or abandonment of moral principles.

Our Constitution of 1787 was not perfect, but it provided a foundation for all people to build our democratic structure.

In this year of war, we have learned valuable lessons at a great cost. We cannot live alone, but rather as citizens of the world.

We have learned that trust, understanding, and courage are essential for lasting peace.

God has blessed our land and given us the strength to fight for freedom and truth. We pray for vision to lead us towards a better life for all and His will for peace on earth.",7.5,positive
"I accept the honor with humility and commit to working for the welfare of our nation and world peace. I need the support and prayers of everyone. The challenges we face are momentous, but by working together, we can overcome them. We are at a turning point in human history and must learn to live together in peace. The world looks to the United States for leadership.

We believe in equal justice, freedom of thought, and equality for all. Our goal is a world where every nation can govern themselves and achieve a decent life. We are opposed by a regime with a different ideology – communism. Communism believes man is weak and needs strong masters, while democracy believes man can govern himself. Communism suppresses individual rights, promotes violence, and leads to division. Democracy promotes peace, justice, and unity.

These differences affect the whole world. It's about material well-being, human dignity, and the right to believe and worship. The actions of communism threaten world recovery and lasting peace. We have invested in restoring peace and freedom after the war. We support the United Nations, economic recovery, and free nations against aggression. We must also help underdeveloped areas with technology and capital investment.

This should be a cooperative effort with all nations working together through the United Nations. We can raise living standards by increasing production and applying scientific knowledge. Democracy is the force that can overcome oppression, hunger, and despair. We must maintain our prosperity and strength to succeed in these policies. We are creating a world of international security and growing prosperity.

We are aided by those who desire freedom, truth, self-government, and economic security. Our allies are those who long for righteousness. As more nations experience the benefits of democracy, I believe our opponents will join us in settling international differences. Our democracy is tested, but we will surpass our achievements in liberty. With God's help, we will build a world of justice, harmony, and peace.",8.0,positive
"Friends, let us pray for guidance from God as we begin this important moment. May we be dedicated to serving the people and upholding the laws of this land, without discrimination. Let cooperation be our goal, regardless of political beliefs, for the good of our country. We are living in a time of challenge, with forces of good and evil in opposition. Today, we witness the act of one citizen taking an oath of service, but we are also called to show the world that we believe in a future that belongs to the free. Throughout history, nations have gone through trials, and our country is no exception. We have overcome depression and war to reach a peak in our history, but we still seek to understand the significance of the times we live in. We ask for God's guidance in our quest for knowledge and a better future. We must ask ourselves how far we have come as a society toward progress and freedom, and whether we are moving towards the light or into darkness. Our faith in the dignity of humanity and the belief in equal rights define our way of life. We elect leaders to serve, not to rule, and we value virtues like truth, work, and devotion to country. Every person contributes to the success of our nation, from the laborers to the statesmen. Our faith in these principles ensures that the changes we are making today are not disruptive, but rather a renewal of our commitment to our country. Those who oppose our faith in freedom rely on force, treachery, and the suppression of truth. This conflict goes beyond different political ideologies; it threatens our way of life. We must understand that unity is the strength of all free people, while discord is their weakness. As the leader of the free world, it is our responsibility to protect the freedom of all peoples and to distinguish between leadership and imperialism. We face threats with confidence because we are not prisoners of history, but free men who have a steadfast faith. We are committed to peace but recognize the importance of strength to deter aggression. We are willing to work with other nations to reduce armaments and eliminate mutual fear and distrust. Appeasement is futile, and we will never compromise our honor for security. The strength and security of our nation is a duty that requires sacrifice from all citizens. We respect and honor the heritage of other nations and strive to help them achieve their own security and well-being. We recognize the importance of economic health to military strength and peace, and we will foster policies that encourage productivity and profitable trade. We believe in regional groupings of free nations and will work within the United Nations to strengthen these bonds. In our own hemisphere, we are dedicated to building trust among all nations. In Europe, we encourage unity among Western nations to protect their heritage. We view all continents and peoples as equal and reject the notion of any race or people being inferior or expendable. We believe in the United Nations as a force for peace and will strive to make it effective. These principles guide our actions, and we hope to be known by them. By following these principles, we can achieve an earth of peace. This aspiration must guide our way of life, and we must be ready to defend our country and make sacrifices for its sake. We must value our principles over privileges and understand that our strength lies in the productivity and commitment of every citizen. We must act wisely and with compassion, for what we hope to bring to the world must first be practiced in our own hearts and within our own country. The peace we seek is not just an absence of war, but a way of life and a hope for the brave. Thank you, my fellow citizens.",6.0,positive
"Today we celebrate not a partisan victory, but freedom itself. The world has changed greatly, yet the belief in the rights of man remains. We must remember that we are the heirs of the first revolution and pass the torch to a new generation who will protect human rights. We are committed to ensuring liberty's survival and success, willing to pay any price and bear any burden. We pledge our loyalty to old allies and welcome new states to the free world. We vow to assist those struggling with poverty, not for political gain, but because it is right. We offer a special pledge to our neighbors in the south to fight against aggression or subversion. We renew our support for the United Nations and its mission for peace. We request that our adversaries seek peace, not destruction. We must negotiate without fear and focus on common problems. Let us harness the power of science and explore new frontiers. Together, we can create a new world of justice, security, and peace. This will take time, but we must begin. The success or failure of our course rests in the hands of the people. We are called to defend freedom, battling tyranny, poverty, disease, and war. Can we form a global alliance for a better life? I welcome the responsibility and believe in the energy and devotion of our people. Let us ask not what our country can do for us, but what we can do for our country and for the freedom of all mankind. Let us hold ourselves to the same high standards that we ask of others. With a clear conscience and the judgment of history, let us go forth, seeking God's blessing and doing His work.",9.3,positive
"My fellow countrymen,

The oath I have taken is not mine alone, but ours together. We are one nation and our fate rests upon all citizens. The rocket heading towards Mars reminds us of the rapid and fantastic change we face. Our destiny relies on the character of our people and their faith.

Justice is the promise that all who come here share in the fruits of the land. Poverty, hunger, and suffering should not exist in a land so rich. For over 30 years, I have fought against this injustice and I know it will not surrender easily. But change has given us new weapons and we will conquer this enemy.

Liberty is self-government and the freedom for each person to be themselves. It has become more difficult in a world beyond our control, but we must provide the knowledge and surroundings for every citizen to thrive.

Our goal is to show the world the way to liberation. No stranger is outside our hope. We can seek our happiness in our own way and seek man's dominion over tyranny and misery.

Our nation's course is clear. We aspire to nothing that belongs to others and we reject division and hatred. Let us join reason to faith and action to experience to achieve progress without strife or hatred.

Under the covenant of justice, liberty, and union, we have become a great nation. But our greatness is not promised. If we succeed, it will be because of what we believe, not what we have.

We are a nation of believers in justice, liberty, and our union. We believe in the freedom of every man. And this belief has brought us victory in times of hardship. America is about the uncharted, the unreached, and the untapped. We say farewell to the old world and welcome the new one, shaping it to the hopes of humanity.

I will lead and do my best, but you must also look within your hearts to the old promises and dreams. For myself, I ask for wisdom and knowledge to serve this great nation.",7.5,positive
"Senator Dirksen, Mr. Chief Justice, Mr. Vice President, President Johnson, Vice President Humphrey, my fellow Americans--and my fellow citizens of the world community:

I ask you to share with me today the significance of this moment. In the transfer of power, we celebrate the unity that preserves our freedom.

This is a pivotal moment in history, where the convergence of forces allows us to realize man's deepest aspirations. The rapid pace of change enables us to achieve advances in our lifetime that once took centuries.

By exploring space, we have discovered new horizons on earth.

For the first time, peace is favored by the people and feared by the leaders of the world.

In eight years, America will commemorate its 200th anniversary as a nation. In the lifetime of most people today, mankind will celebrate the third millennium.

The nation we become, the world we live in, and whether we shape the future according to our hopes, is up to us and the choices we make.

The greatest honor in history is to be a peacemaker. Now, America has the chance to help lead the world out of turmoil and into a peaceful future that has been dreamt of since civilization began.

If we succeed, future generations will say that we mastered our time and made the world safe for all mankind.

This is a call to greatness that I believe the American people are ready to answer.

The second third of this century has seen great achievements. We have made significant progress in science, industry, and agriculture. We have shared wealth more widely than ever before. We have learned to manage our economy for continued growth.

We have expanded freedom and made it a reality for both black and white.

The youth of today give us hope for tomorrow. They are well-educated, committed, and driven by conscience like no generation before.

No other people have come as close to achieving a just and prosperous society as we have. However, we must acknowledge our weaknesses and address them with hope.

We have come far materially but have fallen into discord and lost our spirit.

We are in a state of war but desire peace. We are divided and seek unity. We see emptiness and want fulfillment. We have tasks waiting for us.

In this crisis of the spirit, we need a spiritual response.

The answer lies within us when we listen to the better parts of our nature: goodness, decency, love, and kindness.

Greatness does not require extravagance.

Today, we need the simplicity of values and actions that can bridge our divisions and strengthen our unity.

We must lower our voices and speak quietly enough for our words to be heard.

Government will listen and find new ways to listen to the voices of those suffering, the voices of the heart, the unheard voices.

We will strive to include those who have been left out and help those who have been left behind.

Our goal is to establish a fair order that enables progress and secures our lives.

As we pursue our hopes, we must build upon the past and embrace the new.

Government has accomplished a great deal in the last third of a century, with more laws, spending, and programs than ever before.

We strive for full employment, improved housing, excellent education, thriving cities, and vibrant rural areas. We aim to protect the environment and enhance the quality of life. We must continue pressing forward urgently.

We must plan for a future where our wealth is redirected from destructive war to meet the urgent needs of our people.

The American dream is not achieved through complacency.

However, we have reached the limits of what government can do alone.

We need the collective efforts of the concerned and committed to match the magnitude of our tasks. We need grand efforts as well as small, local initiatives to build a cathedral of the spirit.

I do not propose a life of ease or sacrifice. I invite you to embark on a high adventure that is as rich as humanity itself and as exciting as our times.

True freedom lies in actively shaping our own destiny.

We can only be complete when we are part of a cause greater than ourselves.

Fulfillment comes from using our talents and achieving nobility through spirit and inspiration.

As we measure what can be done, we promise only what we can deliver. But as we set goals, we are lifted by our dreams.

No one can be fully free while their neighbor is not. Progress can only be made together.

This means unity between black and white, one nation, not two. The laws reflect our conscience, and now we must ensure that all are treated with equal dignity, both before God and man.

As we learn to unite at home, let us also strive to unite with the world.

Our goal is to welcome peace where it is absent, strengthen it where it is fragile, and make it lasting where it is temporary.

After a period of confrontation, we now enter an era of negotiation.

We invite all nations to communicate, share ideas, goods, and people. We aim for a world where no one lives in isolation.

While we may not make everyone our friend, we can avoid making enemies. We propose peaceful competition, not territorial conquest, to enrich humanity.

As we venture into space, let us explore new worlds together, not as conquerors, but as partners in a new adventure.

With those willing to join, we must cooperate to reduce the burden of arms, strengthen peace, and uplift the less fortunate.

To those tempted by weakness, we will make it clear that we will be as strong as necessary for as long as necessary.

In the past two decades, I have visited many nations and witnessed the divisions and fears that afflict the world.

I also know the people of the world. I have seen the suffering and grief that transcends ideology and race.

The heart of America is good. I speak from my heart and the heart of my country, conveying our deep concern for those who suffer and mourn.

I have taken an oath to uphold and defend the Constitution, and I pledge to dedicate my office, energy, and wisdom to the cause of peace.

Let this message be heard by the strong and the weak alike:

The peace we seek is not victory over others, but a healing peace that shows compassion and understanding. It offers all people the opportunity to choose their own destiny.

Recently, as the Apollo astronauts looked back at the earth from the moon, they reminded us of its beauty and invoked God's blessing upon it.

In that moment, poet Archibald MacLeish wrote:

""To see the earth as it truly is, small and blue and beautiful in that eternal silence where it floats, is to see ourselves as riders on the earth together, brothers on that bright loveliness in the eternal cold--brothers who know now they are truly brothers.""

In that moment, their view from the moon reminded us that our destiny on earth is indivisible. Our fate lies not in the stars, but in our own hands and hearts.

We have endured a long night, but as we glimpse the first rays of dawn, let us embrace the remaining darkness and gather the light.

Our destiny offers us not despair but opportunity. Let us seize it with gladness and move forward, united in faith and purpose, aware of the dangers, but confident in our collective will as guided by God and the potential of humanity.",7.0,positive
"Dear Vice President, Speaker, Chief Justice, Senator Cook, Mrs. Eisenhower, and fellow citizens,

Four years ago, America was in a state of despair due to ongoing war and internal conflict. Today, we stand on the brink of a new era of peace. The question is, how will we use this peace? Let's make sure it's not a time of stagnation and isolation but a time of responsibility and renewal for America.

In the past year, our new peace policies have yielded significant results. By strengthening our existing friendships and engaging with countries like China and Russia, we have laid the foundation for better relationships among nations. Thanks to our initiatives, 1972 will be remembered as a year of immense progress towards lasting peace.

The peace we seek is not a temporary one but a lasting peace for future generations. It's crucial that we understand both the necessity and limitations of America's role in maintaining this peace.

If we don't work to preserve peace and freedom, we won't have either. However, our approach has changed in the past four years. We will honor our treaty commitments, vigorously support the principle of non-interference, and continue working towards nuclear disarmament and avoiding confrontations between major powers. We will defend peace and freedom, but we also expect others to do the same.

Gone are the days when America will involve itself in every nation's conflicts or dictate their futures. We respect each nation's right to determine its own path and secure its own future. Just as our role is essential in preserving global peace, each nation has a vital role in maintaining its own peace.

Together with the world, let's move forward. Let's tear down the walls of hostility and build bridges of understanding. Despite our differences in government systems, let's be friends.

Let's build a peaceful world where the weak are as secure as the strong, where each nation respects the right of others to choose different paths, where influence is based on ideas rather than force.

Accepting this responsibility is not a burden but rather the noblest endeavor for a nation. Acting greatly abroad will keep us great as a nation, allowing us to meet challenges at home.

Today, we have an unprecedented opportunity to improve life in America. We can ensure better education, health, housing, transportation, and a cleaner environment. We can restore respect for the law and make our communities more livable. Every American should have equal opportunity.

The magnitude of our needs demands bold determination to find new solutions. Just as we changed our policies for peace, we must change our failed policies for progress.

The time has come to distribute responsibility more effectively, both domestically and internationally. Relying solely on Washington's power has its limits. Let's move away from condescending paternalism. Individuals and nations must take on more responsibility and make their own decisions. Responsibility should be shared.

Today, I won't promise a solely governmental solution for every problem. We've been let down by unfulfilled government promises for too long. Government needs to take less from people so they can do more for themselves.

America was built by its people, not by government handouts. Let's shift our focus from welfare to work and from shirking responsibility to seeking responsibility.

In our own lives, let's ask ourselves what we can do for ourselves instead of relying on government. In facing challenges together, let's ask how we can help, not just how government can help.

The National Government has a crucial role to play, and it will act boldly and lead boldly where necessary. But each of us must also play a role, both as individuals and within our communities.

As we bring an end to our longest and toughest war, let's learn to debate our differences with civility and decency. Let's respect each other's rights and feelings, fostering an atmosphere of dignity.

Above all, let's renew our faith in ourselves and in America. Despite the challenges and criticisms we've faced, America has a remarkable record of responsibility, generosity, creativity, and progress.

We should be proud of our system that provides more freedom and abundance than any other in history. We fought not for selfish gain but to help others resist aggression.

Through our initiatives, we've made breakthroughs towards a lasting peace. We stand on the threshold of an era with challenges that surpass anything faced before.

We will be judged by God, history, and our conscience for how we tackle these challenges. As I stand here, I think about those who came before me and how they relied on help beyond themselves to realize their dreams for America.

I ask for your prayers, so that I may have God's guidance in making the right decisions for America. I also ask for your help to collectively rise to the challenge.

Let's make the next four years the best in America's history so that on our 200th birthday, America remains young, vital, and a beacon of hope for the world.

Let's move forward with hope, faith in each other, faith in God, and a constant drive to serve His purpose.",9.0,positive
"I thank my predecessor for their efforts in healing our land. We are here today to demonstrate the strength of our nation, both internally and spiritually. Our nation was founded on principles that we must uphold and adapt to changing times. I have taken the oath of office, guided by the timeless words of Micah. This inauguration marks a new beginning and a new dedication within our government. While the American dream still awaits fulfillment, we must have faith in it. Our society's definition of spirituality and liberty sets us apart, but also places a special obligation on us to fulfill our moral duties. I am grateful for the responsibility you have given me and seek unity and trust among us. Let us learn, laugh, work, and pray together, confident that we will triumph in the right. I believe we can make America even better and stronger. Let our recent mistakes renew our commitment to the principles of our nation. Our government must be both competent and compassionate. We have already achieved personal liberty, but now we strive for equality of opportunity and human rights. We recognize our limits and must have boldness as we face the future. Our strength abroad depends on our strength at home, and we must demonstrate that our democratic system is worthy of emulation. The world is experiencing a new spirit, with a rising passion for freedom. America's task is to help shape a just and peaceful world. We possess a quiet strength based on noble ideas, and we will fight poverty, ignorance, and injustice. Our idealism is not weakness, and we cannot be indifferent to freedom elsewhere. We seek a world where decency prevails and all people thrive. The world is caught in an arms race, but we are committed to limiting armaments and eliminating nuclear weapons. We have seen a renewed confidence within our people, and I hope that when my presidency ends, our nation will be remembered for humility, unity, productive work, a strong American family, respect for the law, and pride in our government. I hope that the nations of the world will see our lasting peace built on our values. These goals and accomplishments signify our nation's moral strength and our belief in the ever-expanding American dream.",8.0,positive
"We gather here today for a significant occasion - the transfer of power as outlined in the Constitution. We often overlook how remarkable this process is, but to the world, it is nothing short of a miracle.

I want to acknowledge President [name] for his cooperation in the transition, which has shown the world our unity and dedication to preserving individual liberty. The challenges we face include a severe and prolonged inflation that distorts our economic decisions and affects millions of lives. Our tax system also penalizes success and stifles productivity. Continuing down this path will lead to immense social, cultural, political, and economic upheaval.

We must act now to save our future. We cannot live beyond our means as a nation. Today, we must take steps to address the economic issues that have accumulated over decades. It will not be an easy or quick process, but we have the capacity and determination to protect our freedom.

In this crisis, we must recognize that government is not the solution, but rather the problem. We must work together, both inside and outside of government, to find equitable solutions that do not burden any particular group.

We are particularly concerned about a group that has long been ignored - the hardworking men and women who contribute to our society in various ways. They deserve equal opportunities, freedom from inflation, and a share in our revived economy. With our core values of idealism and fair play, we can create a prosperous America that is at peace with itself and the world.

We must remember that the government is meant to serve the people, not the other way around. It's time to reduce the size and influence of the Federal establishment and respect the powers granted to the States and the people. Our intention is not to eliminate government but to make it work for us, standing by our side and fostering productivity rather than stifling it.

We achieved greatness in the past by unleashing the energy and genius of the individual. However, unnecessary and excessive government intrusion has led to our present troubles. We must reject the notion of inevitable decline and instead embrace the spirit of America. We have the strength to overcome these challenges.

As we renew ourselves, we will regain strength and become an exemplar of freedom, offering hope to those who are currently without it. We value the relationships with our neighbors and allies and will maintain those connections. To potential adversaries, we reiterate our commitment to peace but also our readiness to defend ourselves if necessary.

We are a nation under God, and we believe in the freedom that God intended for us. It would be meaningful to declare Inaugural Day a day of prayer in the future. We stand here, surrounded by monuments to our history and heroes who fought for our freedom. Their sacrifices remind us of the price we have paid for liberty.

We have every reason to believe that we can solve the problems we face. We will remove obstacles holding back our economy, restore the balance between different levels of government, and reduce the burden of taxes. We will not compromise on these priorities.

In the words of Dr. Joseph Warren, we are a country that has the power to decide questions crucial to the happiness and liberty of future generations. We are ready to act, to do what must be done to ensure a better future for ourselves and our descendants. We believe in our capacity to overcome these challenges with God's help.

We must remember that the most formidable weapon we possess as free men and women is our will and moral courage. This is a weapon that our adversaries lack. We will not tolerate terrorism or aggression against our neighbors.

Today, tens of thousands of prayer meetings are being held, and this fills me with gratitude. We are a nation founded on the principles of freedom, and I believe in the power of prayer. Let us work together, believe in ourselves, and have faith in our ability to overcome the problems that lie ahead.

God bless you all, and thank you.",8.0,positive
"Mr. Chief Justice, Mr. President, Vice President Quayle, Senator Mitchell, Speaker Wright, Senator Dole, Congressman Michel, and fellow citizens, neighbors, and friends: President Reagan, thank you for all you've done for America. Today, as I take the oath of office like George Washington did, we remember him as the Father of our Country. Our government has been continuous for 200 years. Today, we gather as friends and neighbors to unite our nation. Let us begin with prayer. We ask for strength to do God's work and to use power to help people. We must remember what matters, beyond material possessions. We must leave a legacy of being loyal friends, loving parents, and citizens who improve our communities. We have work to do, from helping the homeless and the addicted, to fighting crime and providing education. We need engagement and involvement from every generation. We will work together, as a united Congress and Executive, to balance the budget and strengthen America's position in the world. Let us negotiate and produce results for the American people. We offer a new engagement to the world, staying strong to protect peace and working closely with the Soviet Union. Democracy and freedom belong to us all. We must be intolerant of drugs and work to stop their spread. There is hope for the future, despite our challenges, because our heart is bigger than our problems. Each day, we write a page of history with acts of hopefulness and meaning. Today, a new chapter begins as we come together in unity, diversity, and generosity. Thank you, God bless you, and God bless the United States of America.",7.1,positive
"Today we celebrate American renewal, a spring reborn in the world's oldest democracy. Our Founders knew that to endure, America must change. Each generation must define what it means to be American. We thank President Bush and those who triumphed over adversity. We now face ancient hatreds and new challenges. Our economy is weakened, wages are stagnant, and inequality is increasing. We must make change our friend, not our enemy. Though our challenges are great, so are our strengths as a hopeful and determined people. We must embrace this time and bring vision and will to our task.

Our democracy must be the engine of our renewal. Let us end the era of deadlock and drift and revitalize our politics. We must invest in our people and their future while cutting our debt. We must offer more opportunity to all and demand more responsibility from all. It is time to break the habit of expecting something for nothing. We must reform our politics and give power back to the people.

We must also meet challenges abroad. The world economy, environment, AIDS crisis, and arms race affect us all. America must continue to lead, shaping change with peaceful diplomacy when possible and force when necessary. Our greatest strength is the power of our ideas, embraced across the world.

The American people have called for change. We must now do the work that the season demands. I challenge the young generation to a season of service, to act on idealism and help those in need. We need each other, and we must care for one another.

Let us rededicate ourselves to the idea of America, an idea born in revolution and renewed through challenges. America's journey must always go upward. As we approach the 21st century, let us begin anew with energy and hope, working until our work is done. We must answer the call to service with God's help.

Thank you, and God bless you all.",7.5,positive
"In this final Presidential Inauguration of the 20th century, let us turn our attention to the challenges that lie ahead. We are fortunate to be on the brink of a new era, a moment that will define our path and character for years to come. We must preserve our democracy and strive for a brighter future. The promise of America was born from the belief in equality and has been upheld throughout history, from ending slavery to advancements in civil rights. Now, as we enter the 21st century, we must choose to shape the forces of the information age, unleash the potential of our people, and strive for a more perfect union. Our government should be smaller but still stand up for our values and empower Americans to make a difference. We must take personal responsibility for ourselves, our neighbors, and our nation. Our diversity will be a strength, and as we progress, we can already see the potential of new technologies and global connections. We can achieve even greater successes, avoid unnecessary bloodshed, and overcome the divisive forces that threaten us. By embracing a new vision of government, a sense of responsibility, and a spirit of community, we will sustain America's journey. Education, safety, healthcare, and a strong defense will be our priorities. We will meet our obligations, balance our budget, protect our values, and preserve our natural resources. Our politics will be reformed, and the voice of the people will always be heard. Ultimately, our progress lies in the strength and decency of the human spirit. Let us honor the legacy of Martin Luther King Jr. and continue the quest for equality. We must rise above petty politics and divisions, for America demands and deserves big things. We must not waste this precious time, but instead, be strong, faithful, and courageous. Together, let us build a bridge to a land of new promise, where the American dream is alive for all, and the flame of freedom shines throughout the world. May God bless America and guide us in the work ahead.",8.0,positive
"President Clinton, distinguished guests, and citizens, I am honored and humbled to stand here and continue the peaceful transfer of authority. I thank President Clinton and Vice President Gore for their service. We are part of the American story, united by enduring ideals. Our country has a long way to go, but we must work to build a nation of justice and opportunity. We are guided by a power larger than ourselves. America is bound by ideals that transcend backgrounds, and we must teach these principles to every child. Civility, courage, compassion, and character are crucial values that make America great. We must confront problems and not pass them on. We will protect our allies and speak for the values that birthed our nation. Deep poverty and suffering are not worthy of our nation's promise, and we must respond with compassion. Encouraging responsibility and personal character strengthens our democracy. We must all be citizens, actively participating in building a nation of service and character. Our beliefs beyond ourselves make us generous, strong, and decent. Our duty is fulfilled in service to one another, as the angel still rides in the whirlwind and directs this storm. God bless America.",9.0,positive
"We celebrate the wisdom of our Constitution and the commitments that unite our country. Our duties, shaped by history, are defined by the fire of violence and the threat it poses. The force of human freedom can break the reign of hatred and tyranny. The survival of liberty in our land depends on its success in other lands. The expansion of freedom is the best hope for global peace. America seeks to support the growth of democratic movements and institutions to end tyranny worldwide. Our policy is not primarily through arms, but through citizens defending and sustaining freedom. The goal is to help others find their own voice and make their own way. Our most solemn duty is to protect our nation and its people. We will clarify the moral choice between oppression and freedom. America's belief in human dignity will guide our policies. Freedom is irresistible and will come to those who love it. The United States will stand against oppression and with those fighting for liberty. We honor our allies and rely on their friendship and counsel. We ask for patience in securing America and fulfilling the unfinished work of American freedom. We will extend the vision of economic independence and reform institutions to meet the needs of our time. Self-government is reliant on individual character and governed by the truths of various faiths. The exercise of rights is ennobled by service, mercy, and care for the weak. America must abandon racism to carry the message of freedom. The questions that judge us also unite us in the cause of freedom. We have confidence in the eventual triumph of freedom because it is the permanent hope of mankind. America proclaims liberty to the world and is ready for the greatest achievements in the history of freedom. May God bless and watch over the United States of America.",6.5,positive
"Today, we gather to celebrate our Constitution and the unity that binds our nation. I am grateful for this opportunity and committed to fulfilling my oath. Our history has defined our responsibilities at this moment. After years of defending our freedom, we faced the reality of violence from regions filled with resentment and tyranny. The force of human freedom is the only antidote to this hatred and oppression.

Our survival depends on the success of liberty around the world. It is our duty to support democratic movements and institutions, with the ultimate goal of ending tyranny. However, this is not a task that can be achieved through force alone. Freedom must be chosen and defended by citizens, protected by the rule of law.

Our nation's security and the calling of our time require us to promote freedom. We seek to help others find their own voice and make their own way, without imposing our own style of government. The objective of ending tyranny will take generations of concentrated work, but our influence is considerable and we will use it confidently.

My duty is to protect our nation from further attacks and emerging threats. We will stand firmly against those who deny freedom and oppress their people. We will encourage reform in other governments by making our expectations clear. Rights must be more than grudging concessions, they must be secured by free dissent and participation.

The power of our ideals should never be underestimated. Freedom eventually calls to every mind and soul. We will not ignore oppression or excuse oppressors. We stand with democratic reformers and believe that those who deny freedom to others do not deserve it themselves.

To serve their people, governments must trust them. We will walk alongside those who journey towards progress and justice. Division among free nations is a goal of freedom's enemies, and we must work together to defeat them.

At home, we have unfinished work to secure American freedom. We will extend the vision of economic independence and widen ownership of homes, businesses, retirement savings, and health insurance. By making every citizen an agent of their own destiny, we will achieve a more prosperous and just society.

Self-government relies on the governing of the self. Character is built in families, supported by communities, and sustained by the truths of different faiths. The exercise of rights is ennobled by service and mercy. We must value the life we see in one another and abandon all habits of racism.

The ultimate questions that judge us also unite us. Did our generation advance the cause of freedom, and did our character bring credit to that cause? These questions bind Americans of every party and background, as we strive to heal divisions and move forward together.

We have confidence in the eventual triumph of freedom, as it is the permanent hope of mankind. History may have its ebb and flow, but it has a visible direction set by liberty. Like the ringing of the Liberty Bell, our proclamation of liberty resonates in this young century. Renewed in our strength, we are ready for the greatest achievements in the history of freedom.

May God bless the United States of America.",5.0,negative
